OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
478,DP202622120,DP202622120521301,5213,1,weapon-flourishing,all-other-crimes,"1/13/2026 3:46:00 AM",,"1/13/2026 4:24:00 AM","3300 BLK S TAMARAC DR",0,0,-104.896987,39.655797,3,323,hampden,1,0,1,999999.999999,999999.999999
479,DP20266000655,DP20266000655230800,2308,0,theft-from-bldg,larceny,"12/28/2025 3:00:00 AM","12/28/2025 3:00:00 AM","1/13/2026 11:08:00 PM","1500 BLK N RALEIGH ST",0,0,-105.041513,39.741762,1,121,west-colfax,1,0,1,999999.999999,999999.999999
480,DP2025676176,DP2025676176239900,2399,0,theft-other,larceny,"12/14/2025 7:00:00 PM","12/18/2025 10:00:00 AM","12/18/2025 6:01:00 PM","1900 BLK S NAVAJO ST",0,0,-105.004434,39.681775,4,422,college-view-south-platte,1,0,1,999999.999999,999999.999999
481,DP20256019161,DP20256019161239900,2399,0,theft-other,larceny,"12/7/2025 1:30:00 AM","12/6/2025 6:45:00 PM","12/18/2025 7:00:00 PM","4600 BLK W 29TH AVE",0,0,-105.047260,39.758753,1,113,west-highland,1,0,1,999999.999999,999999.999999
482,DP2025675599,DP2025675599120500,1205,0,robbery-street,robbery,"12/18/2025 10:14:00 AM",,"12/18/2025 12:15:00 PM","PARK AVEW / CURTIS ST",0,0,-104.986363,39.753723,6,621,five-points,1,0,1,999999.999999,999999.999999
483,DP2025675912,DP2025675912240400,2404,0,theft-of-motor-vehicle,auto-theft,"12/18/2025 12:00:00 AM","12/18/2025 6:00:00 AM","12/18/2025 3:47:00 PM","900 N SHERMAN ST",0,0,-104.984497,39.730798,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
484,DP2025676527,DP2025676527521200,5212,0,weapon-poss-illegal-dangerous,all-other-crimes,"12/18/2025 9:24:00 PM",,"12/18/2025 10:06:00 PM","E ARIZONA AVE / S MONACO ST",0,0,-104.912891,39.695308,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
485,DP202612900,DP202612900489900,4899,0,police-interference,all-other-crimes,"1/7/2026 11:02:00 PM",,"1/8/2026 12:43:00 AM","7260 E 36TH AVE",0,0,-104.903958,39.767237,2,221,northeast-park-hill,1,0,1,999999.999999,999999.999999
486,DP202612089,DP202612089480100,4801,0,police-resisting-arrest,all-other-crimes,"1/7/2026 4:30:00 PM",,"1/7/2026 6:33:00 PM","33RD ST / BLAKE ST",0,0,-104.978633,39.766424,2,211,five-points,1,0,1,999999.999999,999999.999999
487,DP202612913,DP202612913131600,1316,0,threats-to-injure,public-disorder,"1/7/2026 10:44:00 PM",,"1/8/2026 3:21:00 AM","4900 BLK E WARREN AVE",0,0,-104.930081,39.676022,3,323,goldsmith,1,0,1,999999.999999,999999.999999
488,DP202612192,DP202612192240400,2404,0,theft-of-motor-vehicle,auto-theft,"1/7/2026 9:20:00 AM","1/7/2026 3:20:00 AM","1/7/2026 5:09:00 PM","3754 N GILPIN ST",0,0,-104.966834,39.769106,2,211,cole,1,0,1,999999.999999,999999.999999
489,DP202612403,DP202612403501600,5016,0,violation-of-restraining-order,all-other-crimes,"1/6/2026 9:00:00 PM",,"1/7/2026 6:43:00 PM","4500 BLK N HOOKER ST",0,0,-105.028543,39.779505,1,111,berkeley,1,0,1,999999.999999,999999.999999
490,DP202610891,DP202610891131600,1316,0,threats-to-injure,public-disorder,"1/7/2026 12:00:00 AM",,"1/7/2026 12:00:00 AM","15000 BLK E 55TH AVE",0,0,-104.811983,39.793175,5,521,montbello,1,0,1,999999.999999,999999.999999
491,DP202612127,DP202612127230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"1/7/2026 3:00:00 PM",,"1/7/2026 5:24:00 PM","1300 BLOCK 21ST ST",0,0,-104.991661,39.754010,6,612,five-points,1,0,1,999999.999999,999999.999999
492,DP202611577,DP202611577355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"1/7/2026 7:49:00 AM",,"1/7/2026 9:18:00 AM","4490 N WASHINGTON ST",0,0,-104.978747,39.777856,1,112,globeville,1,0,1,999999.999999,999999.999999
493,DP2025675457,DP2025675457531200,5312,0,disturbing-the-peace,public-disorder,"12/18/2025 7:26:00 AM",,"12/18/2025 9:07:00 AM","3200 BLK S PARKER RD",0,0,-104.850855,39.657898,3,323,kennedy,1,0,1,999999.999999,999999.999999
494,DP202610489,DP202610489230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"12/19/2025 4:00:00 PM","12/30/2025 6:00:00 PM","1/6/2026 8:20:00 PM","4614 W VIRGINIA AVE",0,0,-105.047485,39.707942,4,412,westwood,1,0,1,999999.999999,999999.999999
495,DP202612463,DP202612463120500,1205,0,robbery-street,robbery,"1/7/2026 6:40:00 PM","1/7/2026 12:10:00 PM","1/7/2026 9:28:00 PM","W 32ND AVE / N CLAY ST",0,0,-105.020522,39.762021,1,113,highland,1,0,1,999999.999999,999999.999999
496,DP2025677056,DP2025677056131500,1315,0,aggravated-assault,aggravated-assault,"12/19/2025 1:20:00 AM",,"12/19/2025 1:35:00 AM","445 N FEDERAL BLVD",0,0,-105.025487,39.723679,4,411,barnum,1,0,1,999999.999999,999999.999999
497,DP2025695086,DP2025695086739902,7399,2,public-order-crimes-other,all-other-crimes,"12/29/2025 11:20:00 PM",,"12/29/2025 11:20:00 PM","E COLFAX AVE / N JOSEPHINE ST",0,0,-104.958797,39.740118,2,213,congress-park,1,0,1,999999.999999,999999.999999
498,DP20266000363,DP20266000363230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"1/7/2026 11:00:00 AM","1/7/2026 4:15:00 AM","1/7/2026 11:48:00 PM","2632 BLAKE ST",0,0,-104.986435,39.760010,2,211,five-points,1,0,1,999999.999999,999999.999999
499,DP202610739,DP202610739299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"1/5/2026 8:30:00 PM","1/5/2026 5:30:00 PM","1/6/2026 9:55:00 PM","1999 N BROADWAY ST",0,0,-104.987660,39.747555,6,611,cbd,1,0,1,999999.999999,999999.999999
500,DP202612592,DP202612592230300,2303,0,theft-shoplift,larceny,"1/4/2026 11:11:00 PM","1/4/2026 4:22:00 PM","1/7/2026 8:25:00 PM","3000 E 1ST AVE",0,0,-104.952280,39.716854,3,311,cherry-creek,1,0,1,999999.999999,999999.999999
501,DP20266000330,DP20266000330230300,2303,0,theft-shoplift,larceny,"1/3/2026 1:18:00 AM","1/2/2026 7:06:00 PM","1/7/2026 5:20:00 PM","2730 S COLORADO BLVD",0,0,-104.939123,39.667547,3,314,university-hills,1,0,1,999999.999999,999999.999999
502,DP202612245,DP202612245357200,3572,0,drug-methampetamine-possess,drug-alcohol,"1/7/2026 5:15:00 PM",,"1/7/2026 7:26:00 PM","672 S IRVING ST",0,0,-105.029543,39.704684,4,412,westwood,1,0,1,999999.999999,999999.999999
503,DP20263713,DP20263713230300,2303,0,theft-shoplift,larceny,"1/3/2026 1:49:00 AM",,"1/3/2026 1:57:00 AM","1600 CALIFORNIA ST",0,0,-104.991639,39.745233,6,611,cbd,1,0,1,999999.999999,999999.999999
504,DP202612855,DP202612855131300,1313,0,assault-simple,other-crimes-against-persons,"1/7/2026 10:16:00 PM",,"1/7/2026 10:50:00 PM","5200 BLOCK N MEMPHIS ST",0,0,-104.796820,39.788182,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
505,DP20266000348,DP20266000348299900,2999,0,criminal-mischief-other,public-disorder,"1/7/2026 7:25:00 PM","1/7/2026 12:25:00 PM","1/7/2026 7:29:00 PM","1075 S HAVANA ST",0,0,-104.866657,39.696985,3,321,windsor,1,0,1,999999.999999,999999.999999
506,DP202611710,DP202611710501601,5016,1,violation-of-court-order,all-other-crimes,"1/7/2026 10:30:00 AM",,"1/7/2026 12:33:00 PM","4000 BLOCK W 14TH AVE",0,0,-105.039607,39.738403,1,122,west-colfax,1,0,1,999999.999999,999999.999999
507,DP202612585,DP202612585230300,2303,0,theft-shoplift,larceny,"1/7/2026 9:18:00 PM",,"1/7/2026 10:21:00 PM","2150 S DOWNING ST",0,0,-104.972382,39.677567,3,313,university,1,0,1,999999.999999,999999.999999
508,DP20266000355,DP20266000355229900,2299,0,burglary-other,burglary,"12/30/2025 3:50:00 PM","12/31/2025 8:50:00 AM","1/7/2026 3:58:00 PM","3800 BLK N OSCEOLA ST",0,0,-105.038328,39.770624,1,111,berkeley,1,0,1,999999.999999,999999.999999
509,DP20256019175,DP20256019175299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"12/17/2025 10:00:00 PM","12/17/2025 10:00:00 PM","12/18/2025 5:29:00 AM","1845 WELTON ST",0,0,-104.988479,39.746990,6,611,cbd,1,0,1,999999.999999,999999.999999
510,DP2025286442,DP2025286442509900,5099,0,obstructing-govt-operation,all-other-crimes,"6/5/2025 5:00:00 AM",,"6/5/2025 5:35:00 AM","855 S BROADWAY ST",0,0,-104.987565,39.700698,3,313,baker,1,0,1,999999.999999,999999.999999
511,DP2025634369,DP2025634369355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"11/25/2025 7:16:00 AM",,"11/25/2025 10:39:00 AM","1845 S FEDERAL BLVD",0,0,-105.025423,39.683677,4,421,mar-lee,1,0,1,999999.999999,999999.999999
512,DP2025285678,DP2025285678570700,5707,0,criminal-trespassing,all-other-crimes,"6/4/2025 7:30:00 PM",,"6/4/2025 8:28:00 PM","934 16TH ST",0,0,-104.994621,39.746857,6,611,cbd,1,0,1,999999.999999,999999.999999
513,DP2025285794,DP2025285794131300,1313,0,assault-simple,other-crimes-against-persons,"6/4/2025 9:06:00 PM",,"6/4/2025 9:06:00 PM","2000 BLK N LINCOLN ST",0,0,-104.986457,39.747755,6,621,five-points,1,0,1,999999.999999,999999.999999
514,DP2025284426,DP2025284426521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,"6/4/2025 3:13:00 AM",,"6/4/2025 7:21:00 AM","5280 N FEDERAL BLVD",0,0,-105.024808,39.792474,1,111,chaffee-park,1,0,1,999999.999999,999999.999999
515,DP2025285842,DP2025285842260700,2607,0,fraud-by-telephone,white-collar-crime,"5/27/2025 8:50:00 PM",,"6/4/2025 10:57:00 PM","2900 BLK E 17TH AVE",0,0,-104.952820,39.743242,2,213,city-park,1,0,1,999999.999999,999999.999999
516,DP2025285927,DP2025285927531200,5312,0,disturbing-the-peace,public-disorder,"6/4/2025 10:50:00 PM",,"6/5/2025 2:04:00 AM","1245 N KNOX CT",0,0,-105.032368,39.735640,1,122,west-colfax,1,0,1,999999.999999,999999.999999
517,DP20256008102,DP20256008102299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"5/30/2025 11:25:00 PM","5/30/2025 6:00:00 PM","6/5/2025 4:02:00 AM","9111 E 40TH AVE",0,0,-104.882143,39.774558,5,512,central-park,1,0,1,999999.999999,999999.999999
518,DP2025285923,DP2025285923570700,5707,0,criminal-trespassing,all-other-crimes,"6/4/2025 11:03:00 PM",,"6/4/2025 11:27:00 PM","4950 N STEELE ST",0,0,-104.949559,39.786368,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
519,DP2025300911,DP2025300911131300,1313,0,assault-simple,other-crimes-against-persons,"6/12/2025 3:00:00 AM","6/11/2025 9:00:00 PM","6/12/2025 4:00:00 AM","2001 BLAKE ST",0,0,-104.994137,39.754888,6,612,five-points,1,0,2,999999.999999,999999.999999
520,DP2025285733,DP2025285733489900,4899,0,police-interference,all-other-crimes,"6/4/2025 7:36:00 PM",,"6/4/2025 7:36:00 PM","1060 ST FRANCIS WAY",0,0,-105.000832,39.742242,1,123,auraria,1,0,1,999999.999999,999999.999999
521,DP2025285031,DP2025285031355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"6/4/2025 2:10:00 PM",,"6/4/2025 5:08:00 PM","1300 BLOCK N OSAGE ST",0,0,-105.005156,39.737675,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
522,DP2025285643,DP2025285643230300,2303,0,theft-shoplift,larceny,"6/4/2025 7:30:00 PM",,"6/4/2025 9:43:00 PM","3870 N QUEBEC ST",0,0,-104.901163,39.770352,5,512,central-park,1,0,1,999999.999999,999999.999999
523,DP2025286442,DP2025286442120500,1205,0,robbery-street,robbery,"6/5/2025 5:00:00 AM",,"6/5/2025 5:35:00 AM","855 S BROADWAY ST",0,0,-104.987565,39.700698,3,313,baker,1,0,1,999999.999999,999999.999999
524,DP20256008088,DP20256008088239901,2399,1,theft-bicycle,larceny,"6/3/2025 3:30:00 AM","6/3/2025 7:30:00 PM","6/5/2025 12:43:00 AM","1350 N SPEER BLVD",0,0,-104.996283,39.737879,6,611,civic-center,1,0,1,999999.999999,999999.999999
525,DP20256008055,DP20256008055239900,2399,0,theft-other,larceny,"6/4/2025 11:00:00 AM","6/4/2025 5:00:00 AM","6/4/2025 2:17:00 PM","1000 BLK N MARION ST",0,0,-104.972065,39.733474,6,622,cheesman-park,1,0,1,999999.999999,999999.999999
526,DP20255001987,DP20255001987361200,3612,0,sex-off-fail-to-register,all-other-crimes,"6/4/2025 3:00:00 PM",,"6/4/2025 4:24:00 PM","1331 N CHEROKEE ST",0,0,-104.992316,39.737154,6,611,civic-center,1,0,1,999999.999999,999999.999999
527,DP20256008329,DP20256008329230800,2308,0,theft-from-bldg,larceny,"5/4/2025 9:35:00 PM","5/4/2025 2:35:00 PM","6/9/2025 8:15:00 PM","8500 PENA BLVD",0,0,-104.674127,39.851927,7,759,dia,1,0,1,999999.999999,999999.999999
528,DP2025285798,DP2025285798501600,5016,0,violation-of-restraining-order,all-other-crimes,"6/4/2025 9:09:00 PM",,"6/4/2025 9:09:00 PM","8600 E JEFFERSON AVE",0,0,-104.889044,39.650259,3,324,hampden-south,1,0,1,999999.999999,999999.999999
529,DP2025281096,DP2025281096230300,2303,0,theft-shoplift,larceny,"6/2/2025 3:55:00 PM",,"6/2/2025 3:55:00 PM","7800 E SMITH RD",0,0,-104.897950,39.769688,5,512,central-park,1,0,1,999999.999999,999999.999999
530,DP2025285927,DP2025285927131300,1313,0,assault-simple,other-crimes-against-persons,"6/4/2025 10:50:00 PM",,"6/5/2025 2:04:00 AM","1245 N KNOX CT",0,0,-105.032368,39.735640,1,122,west-colfax,1,0,1,999999.999999,999999.999999
531,DP2025283594,DP2025283594219900,2199,0,extortion,all-other-crimes,"6/3/2025 4:30:00 PM","6/3/2025 9:30:00 AM","6/3/2025 10:16:00 PM","1700 WEWATTA ST",0,0,-105.001101,39.753916,6,612,union-station,1,0,1,999999.999999,999999.999999
532,DP2025315344,DP2025315344131600,1316,0,threats-to-injure,public-disorder,"6/19/2025 3:39:00 AM",,"6/19/2025 6:42:00 AM","2100 W ARKANSAS AVE",0,0,-105.012800,39.690799,4,422,ruby-hill,1,0,2,999999.999999,999999.999999
533,DP2025284794,DP2025284794359900,3599,0,drug-pcs-other-drug,drug-alcohol,"6/4/2025 7:30:00 AM",,"6/4/2025 9:40:00 AM","4950 N WASHINGTON ST",0,0,-104.977370,39.786885,1,112,globeville,1,0,1,999999.999999,999999.999999
534,DP20256008077,DP20256008077131600,1316,0,threats-to-injure,public-disorder,"6/4/2025 10:25:00 PM","6/4/2025 3:25:00 PM","6/4/2025 10:32:00 PM","2367 S DOWNING ST",0,0,-104.973786,39.673730,3,313,rosedale,1,0,1,999999.999999,999999.999999
535,DP20256008091,DP20256008091230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/5/2025 12:40:00 AM","6/4/2025 5:40:00 PM","6/5/2025 12:52:00 AM","2100 BLK S BROADWAY ST",0,0,-104.987660,39.678041,3,313,overland,1,0,1,999999.999999,999999.999999
536,DP2025285470,DP2025285470501600,5016,0,violation-of-restraining-order,all-other-crimes,"6/3/2025 5:30:00 PM",,"6/4/2025 6:00:00 PM","1200 BLK S ONEIDA ST",0,0,-104.907323,39.694885,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
537,DP2025285456,DP2025285456355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"6/4/2025 5:50:00 PM",,"6/4/2025 8:57:00 PM","1100 BLOCK 22ND ST",0,0,-104.988708,39.753596,6,611,five-points,1,0,1,999999.999999,999999.999999
538,DP2025284962,DP2025284962131502,1315,2,menacing-felony-w-weap,aggravated-assault,"6/4/2025 12:56:00 PM",,"6/4/2025 1:59:00 PM","5305 E COLFAX AVE",0,0,-104.925429,39.740476,2,222,south-park-hill,1,0,1,999999.999999,999999.999999
539,DP2025284343,DP2025284343131402,1314,2,weapon-fire-into-occ-bldg,aggravated-assault,"6/4/2025 2:11:00 AM",,"6/4/2025 4:53:00 AM","4401 N RARITAN ST",0,0,-105.009310,39.776692,1,111,sunnyside,1,0,1,999999.999999,999999.999999
540,DP2025279472,DP2025279472299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/1/2025 5:45:00 PM",,"6/1/2025 5:45:00 PM","214 S MEADE ST",0,0,-105.035719,39.712955,4,411,barnum,1,0,1,999999.999999,999999.999999
541,DP2025286047,DP2025286047570700,5707,0,criminal-trespassing,all-other-crimes,"6/4/2025 11:20:00 PM",,"6/5/2025 1:21:00 AM","16TH ST / WAZEE WYNKOOP ALY",0,0,-105.000463,39.751555,6,612,union-station,1,0,1,999999.999999,999999.999999
542,DP20258022678,DP20258022678570700,5707,0,criminal-trespassing,all-other-crimes,"6/4/2025 5:00:00 PM",,"6/4/2025 5:39:00 PM","8400 PENA BLVD",0,0,-104.673824,39.848938,7,759,dia,1,0,1,999999.999999,999999.999999
543,DP20256008072,DP20256008072299901,2999,1,criminal-mischief-mtr-veh,public-disorder,"6/4/2025 8:30:00 AM","6/4/2025 10:30:00 AM","6/4/2025 5:49:00 PM","5726 E 10TH AVE",0,0,-104.920745,39.731454,2,222,montclair,1,0,1,999999.999999,999999.999999
544,DP2025285546,DP2025285546239900,2399,0,theft-other,larceny,"6/4/2025 6:40:00 PM",,"6/4/2025 9:51:00 PM","1200 BLK S GARFIELD ST",0,0,-104.944532,39.694202,3,312,cory-merrill,1,0,1,999999.999999,999999.999999
545,DP2025285399,DP2025285399355000,3550,0,drug-poss-paraphernalia,drug-alcohol,"6/4/2025 5:30:00 PM",,"6/4/2025 7:05:00 PM","W COLFAX AVE / N SHERIDAN BLVD",0,0,-105.053207,39.740352,1,122,west-colfax,1,0,1,999999.999999,999999.999999
546,DP2025286380,DP2025286380521301,5213,1,weapon-flourishing,all-other-crimes,"6/5/2025 2:51:00 AM",,"6/5/2025 5:27:00 AM","3350 N DOWNING ST",0,0,-104.972774,39.764057,2,211,cole,1,0,1,999999.999999,999999.999999
547,DP2025284708,DP2025284708239900,2399,0,theft-other,larceny,"6/4/2025 4:30:00 AM","6/3/2025 10:45:00 PM","6/4/2025 6:15:00 AM","9999 E YALE AVE",0,0,-104.872373,39.668162,3,323,hampden,1,0,1,999999.999999,999999.999999
548,DP2025284295,DP2025284295299900,2999,0,criminal-mischief-other,public-disorder,"6/4/2025 12:00:00 AM",,"6/4/2025 5:50:00 AM","777 N BANNOCK ST",0,0,-104.991034,39.728589,1,123,lincoln-park,1,0,1,999999.999999,999999.999999
549,DP20256008071,DP20256008071239901,2399,1,theft-bicycle,larceny,"6/4/2025 5:30:00 AM","6/4/2025 7:30:00 AM","6/4/2025 5:40:00 PM","2100 BLK S HOLLY ST",0,0,-104.921598,39.676373,3,323,goldsmith,1,0,1,999999.999999,999999.999999
550,DP2025285215,DP2025285215480100,4801,0,police-resisting-arrest,all-other-crimes,"6/4/2025 5:37:00 PM",,"6/4/2025 7:10:00 PM","3888 E 45TH AVE",0,0,-104.942193,39.778748,2,212,elyria-swansea,1,0,1,999999.999999,999999.999999
551,DP20256008079,DP20256008079229900,2299,0,burglary-other,burglary,"5/26/2025 10:10:00 PM","5/30/2025 12:10:00 PM","6/4/2025 10:39:00 PM","5080 LEETSDALE DR",0,0,-104.928702,39.707526,3,322,washington-virginia-vale,1,0,1,999999.999999,999999.999999
552,DP2025284957,DP2025284957109900,1099,0,false-imprisonment,all-other-crimes,"6/4/2025 12:47:00 PM",,"6/4/2025 2:05:00 PM","3400 BLK S FENTON ST",0,0,-105.058745,39.654132,4,423,bear-valley,1,0,1,999999.999999,999999.999999
553,DP2025286148,DP2025286148240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/4/2025 2:46:00 PM","6/4/2025 4:09:00 PM","6/5/2025 12:33:00 AM","4908 N TOWER RD",0,0,-104.770148,39.786257,5,523,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
554,DP20256008083,DP20256008083239901,2399,1,theft-bicycle,larceny,"6/4/2025 6:50:00 PM","6/4/2025 11:50:00 AM","6/4/2025 7:21:00 PM","1900 BLK N PEARL ST",0,0,-104.980264,39.746419,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
555,DP2025280933,DP2025280933230300,2303,0,theft-shoplift,larceny,"6/2/2025 1:45:00 PM",,"6/2/2025 1:45:00 PM","7800 E SMITH RD",0,0,-104.897950,39.769688,5,512,central-park,1,0,1,999999.999999,999999.999999
556,DP2025286616,DP2025286616570700,5707,0,criminal-trespassing,all-other-crimes,"6/5/2025 4:53:00 AM",,"6/5/2025 5:43:00 AM","16TH ST / CALIFORNIA STOUT ALY",0,0,-104.992633,39.745515,6,611,cbd,1,0,1,999999.999999,999999.999999
557,DP2025286068,DP2025286068240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/4/2025 4:00:00 PM","6/4/2025 4:00:00 PM","6/4/2025 11:29:00 PM","459 E 51ST AVE",0,0,-104.980942,39.789453,1,112,globeville,1,0,1,999999.999999,999999.999999
558,DP2025285115,DP2025285115239900,2399,0,theft-other,larceny,"6/4/2025 3:02:00 PM",,"6/4/2025 4:07:00 PM","1560 N ULSTER ST",0,0,-104.893719,39.741360,2,223,east-colfax,1,0,1,999999.999999,999999.999999
559,DP2025284890,DP2025284890230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/4/2025 9:59:00 AM",,"6/4/2025 10:32:00 AM","17900 E 56TH AVE",0,0,-104.778238,39.797456,5,522,gateway-green-valley-ranch,1,0,1,999999.999999,999999.999999
560,DP2025284618,DP2025284618501601,5016,1,violation-of-court-order,all-other-crimes,"6/4/2025 5:11:00 AM",,"6/4/2025 6:52:00 AM","700 BLK E 14TH AVE",0,0,-104.978491,39.738543,6,623,capitol-hill,1,0,1,999999.999999,999999.999999
561,DP2025285313,DP2025285313230300,2303,0,theft-shoplift,larceny,"5/30/2025 12:15:00 AM",,"6/4/2025 4:45:00 PM","7777 E HAMPDEN AVE",0,0,-104.900251,39.655404,3,323,hampden,1,0,1,999999.999999,999999.999999
562,DP2025285645,DP2025285645529900,5299,0,weapon-other-viol,all-other-crimes,"6/4/2025 7:29:00 PM",,"6/4/2025 8:42:00 PM","2770 W EVANS AVE",0,0,-105.021898,39.677579,4,422,college-view-south-platte,1,0,1,999999.999999,999999.999999
563,DP2025296109,DP2025296109260900,2609,0,fraud-by-use-of-computer,white-collar-crime,"5/30/2025 10:46:00 PM",,"6/9/2025 10:46:00 PM","9300 BLK E CENTER AVE",0,0,-104.879338,39.707227,3,321,windsor,1,0,1,999999.999999,999999.999999
564,DP2025286502,DP2025286502131502,1315,2,menacing-felony-w-weap,aggravated-assault,"6/5/2025 3:30:00 AM",,"6/5/2025 3:40:00 AM","8300 BLK E QUINCY AVE",0,0,-104.891374,39.637873,3,324,hampden-south,1,0,2,999999.999999,999999.999999
565,DP2025281779,DP2025281779230300,2303,0,theft-shoplift,larceny,"6/2/2025 9:35:00 PM",,"6/2/2025 9:35:00 PM","7800 E SMITH RD",0,0,-104.897950,39.769688,5,512,central-park,1,0,1,999999.999999,999999.999999
566,DP20258022735,DP20258022735240400,2404,0,theft-of-motor-vehicle,auto-theft,"5/30/2025 5:19:00 PM","6/4/2025 3:30:00 PM","6/4/2025 11:13:00 PM","8511 PENA BLVD",0,0,-104.667270,39.850723,7,759,dia,1,0,1,999999.999999,999999.999999
567,DP2025285500,DP2025285500239900,2399,0,theft-other,larceny,"6/4/2025 6:17:00 PM",,"6/4/2025 6:17:00 PM","860 N JACKSON ST",0,0,-104.942607,39.730302,2,213,congress-park,1,0,1,999999.999999,999999.999999
568,DP20256008099,DP20256008099239900,2399,0,theft-other,larceny,"6/1/2025 8:30:00 PM","6/1/2025 2:00:00 PM","6/4/2025 7:03:00 PM","2525 S DOWNING ST",0,0,-104.974287,39.669949,3,313,rosedale,1,0,1,999999.999999,999999.999999
569,DP2025285409,DP2025285409230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/4/2025 4:00:00 PM","6/4/2025 9:30:00 AM","6/4/2025 5:39:00 PM","5125 W FLORIDA AVE",0,0,-105.052088,39.690620,4,421,mar-lee,1,0,1,999999.999999,999999.999999
570,DP20256008101,DP20256008101230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"6/5/2025 5:35:00 AM","6/4/2025 10:35:00 PM","6/5/2025 5:41:00 AM","1650 N RALEIGH ST",0,0,-105.041470,39.743382,1,121,west-colfax,1,0,1,999999.999999,999999.999999
571,DP2025283426,DP2025283426230500,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,"6/3/2025 1:00:00 AM","6/3/2025 11:30:00 AM","6/3/2025 6:56:00 PM","7901 E BELLEVIEW AVE",0,0,-104.896507,39.624461,3,324,hampden-south,1,0,1,999999.999999,999999.999999
572,DP20256008070,DP20256008070230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"6/4/2025 5:00:00 PM","6/4/2025 10:15:00 AM","6/4/2025 5:27:00 PM","900 BLK S VRAIN ST",0,0,-105.047403,39.699661,4,412,westwood,1,0,1,999999.999999,999999.999999
573,DP2025285846,DP2025285846299900,2999,0,criminal-mischief-other,public-disorder,"6/4/2025 9:00:00 PM",,"6/4/2025 9:30:00 PM","1566 N WASHINGTON ST",0,0,-104.978302,39.740637,6,621,north-capitol-hill,1,0,1,999999.999999,999999.999999
574,DP2025285927,DP2025285927239900,2399,0,theft-other,larceny,"6/4/2025 10:50:00 PM",,"6/5/2025 2:04:00 AM","1245 N KNOX CT",0,0,-105.032368,39.735640,1,122,west-colfax,1,0,1,999999.999999,999999.999999
575,DP2025470137,DP2025470137230300,2303,0,theft-shoplift,larceny,"9/1/2025 9:30:00 PM",,"9/1/2025 9:32:00 PM","7311 E 29TH DR",0,0,-104.902524,39.759686,5,512,central-park,1,0,1,999999.999999,999999.999999
576,DP20256008100,DP20256008100230400,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,"5/31/2025 11:30:00 PM","6/4/2025 4:30:00 PM","6/4/2025 11:42:00 PM","1320 N HUMBOLDT ST",0,0,-104.969213,39.737220,6,622,cheesman-park,1,0,1,999999.999999,999999.999999
577,DP2025285576,DP2025285576352000,3520,0,drug-opium-or-deriv-sell,drug-alcohol,"6/4/2025 6:55:00 PM",,"6/4/2025 9:42:00 PM","300 BLOCK S FEDERAL BLVD",0,0,-105.024750,39.710693,4,412,athmar-park,1,0,1,999999.999999,999999.999999
578,DP2025284934,DP2025284934240400,2404,0,theft-of-motor-vehicle,auto-theft,"6/4/2025 4:30:00 AM","6/4/2025 4:47:00 AM","6/4/2025 12:19:00 PM","11200 E DARTMOUTH AVE",0,0,-104.856597,39.659626,3,323,kennedy,1,0,1,999999.999999,999999.999999
